year,month,north_co2_anomaly,norm_north_co2,south_co2_anomaly,norm_south_co2,msl_mm_north,msl_mm_south,norm_msl_north,norm_msl_south,north_land_ocean_anomaly,south_land_ocean_anomaly,north_land_anomaly,south_land_anomaly,norm_north_land_ocean,norm_south_land_ocean,norm_north_land,norm_south_land
1999,8,-1.341663004660841,0.0825336109038382,0.3168000773115023,0.2986446841886675,18.75576638446765,13.749202262477477,0.18207430267849845,0.17472806251828393,0.4,0.36,0.55,0.72,0.23474178403755872,0.2525252525252525,0.2612359550561798,0.45510835913312697
1999,9,-1.104868237777648,0.1004366070512354,0.2308088579999756,0.2665034598051314,17.87718458228054,13.37783089906018,0.1737257242910149,0.17129909021849274,0.46,0.39,0.67,0.91,0.26291079812206575,0.28282828282828276,0.2949438202247191,0.5139318885448917
1999,10,0.1797043958852864,0.1975574142980599,0.2443520013717472,0.2715655256004023,18.918067404304125,13.343922203583276,0.18361654129885263,0.17098600205670653,0.4,0.28,0.58,0.51,0.23474178403755872,0.1717171717171717,0.2696629213483146,0.390092879256966
1999,11,1.1522176983259111,0.2710848073906424,0.2674323385204795,0.2801923400715122,22.4815757343601,13.23244317471405,0.2174781903267107,0.16995668601444974,0.53,0.19,0.95,-0.08,0.29577464788732394,0.08080808080808079,0.3735955056179775,0.20743034055727555
1999,12,2.580301038612724,0.3790558190639225,0.2221025493535631,0.263249273831295,25.35662268118788,14.59430194058584,0.2447978488303764,0.18253109654904692,0.75,0.18,1.47,-0.42,0.39906103286384975,0.0707070707070707,0.5196629213483146,0.10216718266253871
2000,1,3.165050449403477,0.4232661138536873,0.2956659665907133,0.2907453172502536,25.573106171470624,15.018306080783724,0.24685494742236003,0.1864460415204545,0.43,0.2,0.73,-0.36,0.24882629107981222,0.0909090909090909,0.3117977528089888,0.12074303405572756
2000,2,2.0869220019911143,0.341753630725443,0.2287396778248607,0.2657300554409324,26.000123935688176,14.93932444094835,0.2509126131611036,0.1857167826656643,0.81,0.27,1.53,-0.18,0.42723004694835687,0.1616161616161616,0.5365168539325843,0.17647058823529413
2000,3,1.6687868027116792,0.3101402933180183,0.2641950290349828,0.2789823201252274,24.61582787274432,13.61469873431188,0.23775856858130198,0.1734861550430816,0.77,0.29,1.38,0.04,0.4084507042253521,0.18181818181818177,0.4943820224719101,0.24458204334365327
2000,4,0.1816342609935226,0.1977033227911086,0.2328667428233526,0.2672726422680991,19.668693765488023,11.900726159087874,0.1907492442531539,0.157660582416899,0.87,0.32,1.6,0.17,0.45539906103286387,0.2121212121212121,0.5561797752808989,0.2848297213622291
2000,5,-0.4580441804300079,0.1493400889953734,0.3851460235624149,0.3241905761034857,21.14992301942778,12.49449053211298,0.2048243804619463,0.16314296955889895,0.55,0.19,0.79,-0.14,0.3051643192488263,0.08080808080808079,0.32865168539325845,0.1888544891640867
2000,6,-0.8982902941034787,0.1160550439720151,0.38300600382831,0.3233906938014348,22.943606980762556,12.959416918112977,0.22186856589385245,0.16743576070026825,0.44,0.34,0.63,0.58,0.2535211267605634,0.23232323232323232,0.28370786516853935,0.4117647058823529
2000,7,-0.8303533538027441,0.1211914530087484,0.5876974207791794,0.3998988863154575,23.33676380246295,15.347841296065976,0.2256044736219306,0.18948872934272168,0.51,0.31,0.69,0.39,0.2863849765258216,0.202020202020202,0.300561797752809,0.35294117647058826
2000,8,-0.8912889064347276,0.116584387665332,0.3274526416829002,0.302626328645653,20.999258690961,16.30862004299426,0.20339271757834082,0.19835985952123056,0.51,0.36,0.64,0.62,0.2863849765258216,0.2525252525252525,0.2865168539325843,0.4241486068111455
2000,9,-0.5742955680560229,0.1405508400934972,0.3019778177851515,0.2931045188889811,19.879455716026925,17.4962243506194,0.19275197485922013,0.20932533148570034,0.43,0.47,0.45,0.98,0.24882629107981222,0.36363636363636354,0.23314606741573035,0.5356037151702786
2000,10,0.560321877340396,0.2263342044012135,0.2986247214072777,0.2918512208903746,20.77954995842485,19.753983933656,0.20130497165482342,0.23017183671588798,0.29,0.32,0.18,0.27,0.18309859154929578,0.2121212121212121,0.15730337078651685,0.31578947368421056
2000,11,1.5826535557773571,0.3036281426977783,0.2956204318832833,0.2907282975910318,25.404884222394102,17.44976513282038,0.2452564461503504,0.2088963609548633,0.21,0.39,0.1,0.55,0.14553990610328638,0.28282828282828276,0.13483146067415733,0.40247678018575855
2000,12,2.8484948882298333,0.3993327598073773,0.2673692880238123,0.2801687734774216,28.59630389264893,17.2886187923119,0.2755823841770125,0.20740845318316092,0.29,0.3,0.28,-0.02,0.18309859154929578,0.19191919191919188,0.1853932584269663,0.22600619195046442
2001,1,3.408260228814777,0.4416541204854287,0.4071869551311509,0.3324288884898521,28.34186445135918,17.34515686948984,0.2731646154328988,0.20793048455020732,0.52,0.4,0.83,0.31,0.29107981220657275,0.2929292929292929,0.3398876404494382,0.3281733746130031
2001,2,2.100681847982404,0.3427939513077487,0.2910656519437435,0.2890258423261052,26.0339430805155,18.3982085789935,0.2512339739961285,0.2176535959632927,0.43,0.43,0.6,0.54,0.24882629107981222,0.32323232323232315,0.2752808988764045,0.39938080495356043
2001,3,1.870374751780112,0.3253814590035511,0.3097992274293326,0.2960279532161355,23.137181881452527,19.652210219765173,0.2237079793989314,0.2292321324733011,0.68,0.41,1.06,0.2,0.36619718309859156,0.3030303030303029,0.404494382022472,0.29411764705882354
2001,4,0.5332392904022889,0.2242866107993935,0.294938175133399,0.2904732882137864,20.1324141773337,20.3748428843272,0.19515567083578111,0.23590439542569028,0.58,0.48,0.87,0.37,0.3192488262910798,0.37373737373737365,0.351123595505618,0.34674922600619196
2001,5,-0.2357210980798836,0.1661489456233373,0.4437575448610027,0.3460979995892902,21.92946562258124,21.3529518638608,0.21223185522708332,0.2449355403317908,0.66,0.48,0.98,0.46,0.35680751173708924,0.37373737373737365,0.3820224719101124,0.3746130030959752
