time,msl,cycle
2015-08-17 23:54:38.774017792,0.07760187195788022,844.0
2015-08-27 21:53:09.252471040,0.07858300742053663,845.0
2015-09-06 19:51:40.958467840,0.07923177392182815,846.0
2015-09-16 17:50:12.788064000,0.07945101239100308,847.0
2015-09-26 15:48:45.438847744,0.07962351550400698,848.0
2015-10-06 13:47:17.921020416,0.08001135724453678,849.0
2015-10-16 11:45:49.946024960,0.08031432818645673,850.0
2015-10-26 09:44:21.658629376,0.08006978062491661,851.0
2015-11-05 07:42:53.090167808,0.07936803819089908,852.0
2015-11-15 05:41:24.929733632,0.07876606336253374,853.0
2015-11-25 03:39:56.576887296,0.07852752815961912,854.0
2015-12-05 01:38:28.646632448,0.07828147203461872,855.0
2015-12-14 23:37:00.232003584,0.07771750556820843,856.0
2015-12-24 21:35:31.500238336,0.07723636497510357,857.0
2016-01-03 19:34:02.677346560,0.07751146609143092,858.0
2016-01-13 17:32:33.678913792,0.07863152909781357,859.0
2016-01-23 15:31:05.388958464,0.07998446838188683,860.0
2016-02-02 13:29:37.128591360,0.08095791282791454,861.0
2016-02-12 11:28:09.322877440,0.08135608393042201,862.0
2016-02-22 09:26:41.444738560,0.08133880222155812,863.0
2016-03-03 07:25:13.111134720,0.08113300516693686,864.0
2016-03-13 05:23:44.808341504,0.08085192665282402,865.0
2016-03-23 03:22:16.458146560,0.08054240562337059,866.0
2016-04-02 01:20:47.720248832,0.0802188440782737,867.0
2016-04-11 23:19:18.695938048,0.07976106471907098,868.0
2016-04-21 21:17:49.285877504,0.07910942036144276,869.0
2016-05-01 19:16:20.635306496,0.0783963666882084,870.0
2016-05-11 17:14:53.372112128,0.07792832164000485,871.0
2016-05-21 15:13:25.681626624,0.07811064825035782,872.0
2016-05-31 13:11:58.203148288,0.07911019215847293,873.0
2016-06-10 11:10:29.806734848,0.08051137790744288,874.0
2016-06-20 09:10:22.675353088,0.0815124669150793,875.0
2016-06-30 07:08:54.790292736,0.08151708923784524,876.0
2016-07-10 05:07:27.027301120,0.08049422595830542,877.0
2016-07-20 03:05:59.254882560,0.07890679165975541,878.0
2016-07-30 01:04:30.979468800,0.07747747094695703,879.0
2016-08-08 23:03:01.989849344,0.07687231917989124,880.0
2016-08-18 21:01:32.222493696,0.07727987688999592,881.0
2016-08-28 19:00:04.274875392,0.07819619995913467,882.0
2016-09-07 16:58:35.143719424,0.07875610020914592,883.0
2016-09-17 14:57:06.335482112,0.07856826931987337,884.0
2016-09-27 12:55:38.529573632,0.0780806219587018,885.0
2016-10-07 10:54:10.643286528,0.07797950247023447,886.0
2016-10-17 08:52:42.419045120,0.07852262780646178,887.0
2016-10-27 06:51:14.394825472,0.07956472551528557,888.0
2016-11-06 04:49:46.296528384,0.08084908557043852,889.0
2016-11-16 02:48:17.954098432,0.08203223389366723,890.0
2016-11-26 00:46:49.256695040,0.08259887479980271,891.0
2016-12-05 22:45:20.275170816,0.0821720978811652,892.0
2016-12-15 20:43:51.270280960,0.08100117827690231,893.0
2016-12-25 18:42:22.595174656,0.07985228931888304,894.0
2017-01-04 16:40:53.944362752,0.07922588375253534,895.0
2017-01-14 14:39:25.623551232,0.07895378841545898,896.0
2017-01-24 12:37:57.557680640,0.07863885456893431,897.0
2017-02-03 10:36:29.185907712,0.07824024204993081,898.0
2017-02-13 08:35:01.227646464,0.07798725580400259,899.0
2017-02-23 06:33:33.129886720,0.07807219246877016,900.0
2017-03-05 04:32:04.975800064,0.07856949134537825,901.0
2017-03-15 02:30:36.015414272,0.07940031561177223,902.0
2017-03-25 00:29:07.562654464,0.08031113945378607,903.0
2017-04-03 22:27:38.054304256,0.08092158935725402,904.0
2017-04-13 20:26:09.424471040,0.08091693767312927,905.0
2017-04-23 18:24:41.627070208,0.08025328928183326,906.0
2017-05-03 16:23:13.537366784,0.07928215878674791,907.0
2017-05-13 14:21:45.983896576,0.07855523701660694,908.0
2017-05-23 12:20:17.646729216,0.07845445518277076,909.0
2017-06-02 10:18:49.363650048,0.0789432464044556,910.0
2017-06-12 08:17:21.505525760,0.07961026507091819,911.0
2017-06-22 06:15:53.373323520,0.08004591664570827,912.0
2017-07-02 04:14:25.377657856,0.08033960188134978,913.0
2017-07-12 02:12:56.877212928,0.08090834949223179,914.0
2017-07-22 00:11:28.457041152,0.08182553578999065,915.0
2017-07-31 22:09:59.782455552,0.08258646278123945,916.0
2017-08-10 20:08:30.973764352,0.0827879818382426,917.0
2017-08-20 18:07:02.158282240,0.08263863275857888,918.0
2017-08-30 16:05:32.792379136,0.08260109814132774,919.0
2017-09-09 14:04:04.507979520,0.08277424007382031,920.0
2017-09-19 12:02:36.485101056,0.08282558088967715,921.0
2017-09-29 10:01:08.253184512,0.08257770638789046,922.0
2017-10-09 07:59:40.121487104,0.08239812055798529,923.0
2017-10-19 05:58:12.224612096,0.08276615396294705,924.0
2017-10-29 03:56:44.214223616,0.0837275278625787,925.0
2017-11-08 01:55:15.673125376,0.08491061701551648,926.0
2017-11-17 23:53:47.160908288,0.08587878466393697,927.0
2017-11-27 21:52:18.227421440,0.08628245743336646,928.0
2017-12-07 19:50:49.071562496,0.08593053938307182,929.0
2017-12-17 17:49:20.572081920,0.08499214826249127,930.0
2017-12-27 15:47:52.906984448,0.08408859413898565,931.0
2018-01-06 13:46:24.814273280,0.08388780855660442,932.0
2018-01-16 11:44:56.120787200,0.08438134822715358,933.0
2018-01-26 09:43:28.278215680,0.08478116392963447,934.0
2018-02-05 07:41:59.611761408,0.08442642487184335,935.0
2018-02-15 05:40:31.594650368,0.08356430018722973,936.0
2018-02-25 03:39:03.023816960,0.0830042320426479,937.0
2018-03-07 01:37:34.435790080,0.08306447100980906,938.0
2018-03-16 23:36:05.052986880,0.08327799287700455,939.0
2018-03-26 21:34:35.715871488,0.0831159206181127,940.0
2018-04-05 19:33:06.695134976,0.0826751905815173,941.0
2018-04-15 17:31:38.906868224,0.0824681150273601,942.0
2018-04-25 15:30:11.058013952,0.08269996805642298,943.0
2018-05-05 13:28:42.846847488,0.08313584396518277,944.0
2018-05-15 11:27:14.623642368,0.0835113282547293,945.0
2018-05-25 09:25:46.558439680,0.08371423530803403,946.0
2018-06-04 07:24:18.307691520,0.0837258477154689,947.0
2018-06-14 05:22:50.072079360,0.08368365833771242,948.0
2018-06-24 03:21:21.638715648,0.08390659977625377,949.0
2018-07-04 01:19:53.478521856,0.08458561399226615,950.0
2018-07-13 23:18:24.716887040,0.08544360179305402,951.0
2018-07-23 21:16:55.841608192,0.08588137961227661,952.0
2018-08-02 19:15:26.546589440,0.08561586880245717,953.0
2018-08-12 17:13:57.735790592,0.0851011618474645,954.0
2018-08-22 15:12:29.009471488,0.08509576885908039,955.0
2018-09-01 13:11:00.978393600,0.08590041694668168,956.0
2018-09-11 11:09:32.950110464,0.08702815456799853,957.0
2018-09-21 09:08:05.002736896,0.08777454944451234,958.0
2018-10-01 07:06:36.554880256,0.08797523959265359,959.0
2018-10-11 05:05:08.945159680,0.08801989573799618,960.0
2018-10-21 03:03:40.389838592,0.08824538812100148,961.0
2018-10-31 01:02:11.880464128,0.08846526597286782,962.0
2018-11-09 23:00:43.311308544,0.08822806286402016,963.0
2018-11-19 20:59:13.991842048,0.08745872549472597,964.0
2018-11-29 18:57:45.186722048,0.08654850183574062,965.0
2018-12-09 16:56:16.205394688,0.08600083131629295,966.0
2018-12-19 14:54:47.172999936,0.08611035095553182,967.0
2018-12-29 12:53:19.591649280,0.08683280533110577,968.0
2019-01-08 10:51:51.514170368,0.08788605910890718,969.0
2019-01-18 08:50:23.520515840,0.08879125970442805,970.0
2019-01-28 06:48:55.743841024,0.08915216052163674,971.0
2019-02-07 04:47:27.755549696,0.08902849117497269,972.0
2019-02-17 02:45:59.653865216,0.08895117714377199,973.0
2019-02-23 00:42:27.209256448,0.08918398769275293,974.0
2019-03-10 03:13:19.331769088,0.09016814663344061,975.0
2019-03-18 20:41:32.799206912,0.09050009407545456,976.0
2019-03-28 18:40:03.739345408,0.09020104030941589,977.0
2019-04-07 16:38:34.329812480,0.08975752041752039,978.0
2019-04-17 14:37:05.297100800,0.08996027238559881,979.0
2019-04-27 12:35:37.519810816,0.09082283211919369,980.0
2019-05-07 10:34:09.453581824,0.0914590807581175,981.0
2019-05-17 08:32:41.386326528,0.0912296461683906,982.0
2019-05-27 06:31:13.685752064,0.0905838447143465,983.0
2019-06-06 04:29:45.435005952,0.09053450145309679,984.0
2019-06-16 02:28:17.596506112,0.09145141903164333,985.0
2019-06-26 00:26:48.937611776,0.09264472243239785,986.0
2019-07-05 22:25:20.091158784,0.09318097754376475,987.0
2019-07-15 20:23:51.172130304,0.09294727334674008,988.0
